"","Bird.Call","Location","Distance","Date","Confidence","jd","std_dev","mean_noise"
"277","Blue-gray Gnatcatcher","ncbg","50m",614,0.8334,166,0.00600816364647804,0.0166425217746495
"278","Carolina Wren","ncbg","50m",614,0.989,166,0.00600816364647804,0.0166425217746495
"279","Eastern Wood-Pewee","ncbg","50m",614,0.0069,166,0.00600816364647804,0.0166425217746495
"280","Mourning Dove","ncbg","50m",614,5e-04,166,0.00600816364647804,0.0166425217746495
"281","Yellow-billed Cuckoo","ncbg","50m",614,0.0036,166,0.00600816364647804,0.0166425217746495
"282","Acadian Flycatcher","ncbg","50m",614,0.0029,166,0.00600816364647804,0.0166425217746495
"283","Blue-gray Gnatcatcher","ncbg","50m",614,0.3475,166,0.00600816364647804,0.0166425217746495
"284","Carolina Wren","ncbg","50m",614,0.8434,166,0.00600816364647804,0.0166425217746495
"285","Eastern Wood-Pewee","ncbg","50m",614,0.0408,166,0.00600816364647804,0.0166425217746495
"286","Mourning Dove","ncbg","50m",614,0.0011,166,0.00600816364647804,0.0166425217746495
"287","Yellow-billed Cuckoo","ncbg","50m",614,2e-04,166,0.00600816364647804,0.0166425217746495
"288","Acadian Flycatcher","ncbg","50m",614,0.3184,166,0.00600816364647804,0.0166425217746495
"289","Blue-gray Gnatcatcher","ncbg","50m",614,0.1009,166,0.00600816364647804,0.0166425217746495
"290","Carolina Wren","ncbg","50m",614,0.9037,166,0.00600816364647804,0.0166425217746495
"291","Eastern Wood-Pewee","ncbg","50m",614,0.0022,166,0.00600816364647804,0.0166425217746495
"292","Mourning Dove","ncbg","50m",614,0.0099,166,0.00600816364647804,0.0166425217746495
"293","Yellow-billed Cuckoo","ncbg","50m",614,7e-04,166,0.00600816364647804,0.0166425217746495
"294","Acadian Flycatcher","pridge","25m",522,0.9611,143,0.00894848698772802,0.01456446354186
"295","Blue-gray Gnatcatcher","pridge","25m",522,0.9277,143,0.00894848698772802,0.01456446354186
"296","Carolina Wren","pridge","25m",522,0.9737,143,0.00894848698772802,0.01456446354186
"297","Eastern Wood-Pewee","pridge","25m",522,0.8361,143,0.00894848698772802,0.01456446354186
"298","Mourning Dove","pridge","25m",522,0.0325,143,0.00894848698772802,0.01456446354186
"299","Yellow-billed Cuckoo","pridge","25m",522,0.882,143,0.00894848698772802,0.01456446354186
"300","Acadian Flycatcher","pridge","25m",522,0.8717,143,0.00894848698772802,0.01456446354186
"301","Blue-gray Gnatcatcher","pridge","25m",522,0.8898,143,0.00894848698772802,0.01456446354186
"302","Carolina Wren","pridge","25m",522,0.7402,143,0.00894848698772802,0.01456446354186
"303","Eastern Wood-Pewee","pridge","25m",522,0.8593,143,0.00894848698772802,0.01456446354186
"304","Mourning Dove","pridge","25m",522,0.0565,143,0.00894848698772802,0.01456446354186
"305","Yellow-billed Cuckoo","pridge","25m",522,0.958,143,0.00894848698772802,0.01456446354186
"306","Acadian Flycatcher","pridge","25m",522,0.9701,143,0.00894848698772802,0.01456446354186
"307","Blue-gray Gnatcatcher","pridge","25m",522,0.9538,143,0.00894848698772802,0.01456446354186
"308","Carolina Wren","pridge","25m",522,0.9111,143,0.00894848698772802,0.01456446354186
"309","Eastern Wood-Pewee","pridge","25m",522,0.8349,143,0.00894848698772802,0.01456446354186
"310","Mourning Dove","pridge","25m",522,0.008,143,0.00894848698772802,0.01456446354186
"311","Yellow-billed Cuckoo","pridge","25m",522,0.9967,143,0.00894848698772802,0.01456446354186
"312","Acadian Flycatcher","pridge","25m",522,0.9002,143,0.00894848698772802,0.01456446354186
"313","Blue-gray Gnatcatcher","pridge","25m",522,0.9562,143,0.00894848698772802,0.01456446354186
"314","Carolina Wren","pridge","25m",522,0.9486,143,0.00894848698772802,0.01456446354186
"315","Eastern Wood-Pewee","pridge","25m",522,0.8151,143,0.00894848698772802,0.01456446354186
"316","Mourning Dove","pridge","25m",522,0.0362,143,0.00894848698772802,0.01456446354186
"317","Yellow-billed Cuckoo","pridge","25m",522,0.8261,143,0.00894848698772802,0.01456446354186
"318","Acadian Flycatcher","pridge","25m",619,0.7931,171,0.00872178311618176,0.0135295037009605
"319","Blue-gray Gnatcatcher","pridge","25m",619,0.9116,171,0.00872178311618176,0.0135295037009605
"320","Carolina Wren","pridge","25m",619,0.9848,171,0.00872178311618176,0.0135295037009605
"321","Eastern Wood-Pewee","pridge","25m",619,0.8097,171,0.00872178311618176,0.0135295037009605
"322","Mourning Dove","pridge","25m",619,0.3213,171,0.00872178311618176,0.0135295037009605
"323","Yellow-billed Cuckoo","pridge","25m",619,0.459,171,0.00872178311618176,0.0135295037009605
"324","Acadian Flycatcher","pridge","25m",619,0.7009,171,0.00872178311618176,0.0135295037009605
"325","Blue-gray Gnatcatcher","pridge","25m",619,0.9539,171,0.00872178311618176,0.0135295037009605
"326","Carolina Wren","pridge","25m",619,0.9382,171,0.00872178311618176,0.0135295037009605
"327","Eastern Wood-Pewee","pridge","25m",619,0.8097,171,0.00872178311618176,0.0135295037009605
"328","Mourning Dove","pridge","25m",619,0.473,171,0.00872178311618176,0.0135295037009605
"329","Yellow-billed Cuckoo","pridge","25m",619,0.9305,171,0.00872178311618176,0.0135295037009605
"330","Acadian Flycatcher","pridge","25m",619,0.8736,171,0.00872178311618176,0.0135295037009605
"331","Blue-gray Gnatcatcher","pridge","25m",619,0.9452,171,0.00872178311618176,0.0135295037009605
"332","Carolina Wren","pridge","25m",619,0.7649,171,0.00872178311618176,0.0135295037009605
"333","Eastern Wood-Pewee","pridge","25m",619,0.6338,171,0.00872178311618176,0.0135295037009605
"334","Mourning Dove","pridge","25m",619,0.5276,171,0.00872178311618176,0.0135295037009605
"335","Yellow-billed Cuckoo","pridge","25m",619,0.2563,171,0.00872178311618176,0.0135295037009605
"336","Acadian Flycatcher","pridge","50m",522,0.5992,143,0.00894848698772802,0.01456446354186
"337","Blue-gray Gnatcatcher","pridge","50m",522,0.8225,143,0.00894848698772802,0.01456446354186
"338","Carolina Wren","pridge","50m",522,0.8566,143,0.00894848698772802,0.01456446354186
"339","Eastern Wood-Pewee","pridge","50m",522,0.7133,143,0.00894848698772802,0.01456446354186
"340","Mourning Dove","pridge","50m",522,0.0341,143,0.00894848698772802,0.01456446354186
"341","Yellow-billed Cuckoo","pridge","50m",522,0.0167,143,0.00894848698772802,0.01456446354186
"342","Acadian Flycatcher","pridge","50m",522,0.0512,143,0.00894848698772802,0.01456446354186
"343","Blue-gray Gnatcatcher","pridge","50m",522,0.8174,143,0.00894848698772802,0.01456446354186
"344","Carolina Wren","pridge","50m",522,0.929,143,0.00894848698772802,0.01456446354186
"345","Eastern Wood-Pewee","pridge","50m",522,0.5864,143,0.00894848698772802,0.01456446354186
"346","Mourning Dove","pridge","50m",522,0.0037,143,0.00894848698772802,0.01456446354186
"347","Yellow-billed Cuckoo","pridge","50m",522,0.6936,143,0.00894848698772802,0.01456446354186
"348","Acadian Flycatcher","pridge","50m",522,0.9029,143,0.00894848698772802,0.01456446354186
"349","Blue-gray Gnatcatcher","pridge","50m",522,0.8234,143,0.00894848698772802,0.01456446354186
"350","Carolina Wren","pridge","50m",522,0.6759,143,0.00894848698772802,0.01456446354186
"351","Eastern Wood-Pewee","pridge","50m",522,0.838,143,0.00894848698772802,0.01456446354186
"352","Mourning Dove","pridge","50m",522,0.0078,143,0.00894848698772802,0.01456446354186
"353","Yellow-billed Cuckoo","pridge","50m",522,0.8541,143,0.00894848698772802,0.01456446354186
"354","Acadian Flycatcher","pridge","50m",522,0.7359,143,0.00894848698772802,0.01456446354186
"355","Blue-gray Gnatcatcher","pridge","50m",522,0.7753,143,0.00894848698772802,0.01456446354186
"356","Carolina Wren","pridge","50m",522,0.8163,143,0.00894848698772802,0.01456446354186
"357","Eastern Wood-Pewee","pridge","50m",522,0.789,143,0.00894848698772802,0.01456446354186
"358","Mourning Dove","pridge","50m",522,0.0159,143,0.00894848698772802,0.01456446354186
"359","Yellow-billed Cuckoo","pridge","50m",522,0.5155,143,0.00894848698772802,0.01456446354186
"360","Acadian Flycatcher","pridge","50m",619,0.0186,171,0.00872178311618176,0.0135295037009605
"361","Blue-gray Gnatcatcher","pridge","50m",619,0.8799,171,0.00872178311618176,0.0135295037009605
"362","Carolina Wren","pridge","50m",619,0.8302,171,0.00872178311618176,0.0135295037009605
"363","Eastern Wood-Pewee","pridge","50m",619,0.4203,171,0.00872178311618176,0.0135295037009605
"364","Mourning Dove","pridge","50m",619,0.0026,171,0.00872178311618176,0.0135295037009605
"365","Yellow-billed Cuckoo","pridge","50m",619,0.0175,171,0.00872178311618176,0.0135295037009605
"366","Acadian Flycatcher","pridge","50m",619,0.573,171,0.00872178311618176,0.0135295037009605
"367","Blue-gray Gnatcatcher","pridge","50m",619,0.9228,171,0.00872178311618176,0.0135295037009605
"368","Carolina Wren","pridge","50m",619,0.9919,171,0.00872178311618176,0.0135295037009605
"369","Eastern Wood-Pewee","pridge","50m",619,0.8359,171,0.00872178311618176,0.0135295037009605
"370","Mourning Dove","pridge","50m",619,0.0042,171,0.00872178311618176,0.0135295037009605
"371","Yellow-billed Cuckoo","pridge","50m",619,0.4778,171,0.00872178311618176,0.0135295037009605
"372","Acadian Flycatcher","pridge","50m",619,0.2482,171,0.00872178311618176,0.0135295037009605
"373","Blue-gray Gnatcatcher","pridge","50m",619,0.5465,171,0.00872178311618176,0.0135295037009605
"374","Carolina Wren","pridge","50m",619,0.6499,171,0.00872178311618176,0.0135295037009605
"375","Eastern Wood-Pewee","pridge","50m",619,0.4893,171,0.00872178311618176,0.0135295037009605
"376","Mourning Dove","pridge","50m",619,0.0118,171,0.00872178311618176,0.0135295037009605
"377","Yellow-billed Cuckoo","pridge","50m",619,0.1305,171,0.00872178311618176,0.0135295037009605
"378","Acadian Flycatcher","pridge","50m",619,3e-04,171,0.00872178311618176,0.0135295037009605
"379","Blue-gray Gnatcatcher","pridge","50m",619,0.5772,171,0.00872178311618176,0.0135295037009605
"380","Carolina Wren","pridge","50m",619,0.876,171,0.00872178311618176,0.0135295037009605
"381","Eastern Wood-Pewee","pridge","50m",619,0.3351,171,0.00872178311618176,0.0135295037009605
"382","Mourning Dove","pridge","50m",619,0.0044,171,0.00872178311618176,0.0135295037009605
"383","Yellow-billed Cuckoo","pridge","50m",619,0.5071,171,0.00872178311618176,0.0135295037009605
"384","Acadian Flycatcher","unc","25m",516,0.8581,137,0.0292015598263108,0.0668461296175568
"385","Acadian Flycatcher","unc","25m",516,6e-04,137,0.0292015598263108,0.0668461296175568
"386","Acadian Flycatcher","unc","25m",516,0.836,137,0.0292015598263108,0.0668461296175568
"387","Blue-gray Gnatcatcher","unc","25m",516,0.0117,137,0.0292015598263108,0.0668461296175568
"388","Blue-gray Gnatcatcher","unc","25m",516,0.1298,137,0.0292015598263108,0.0668461296175568
"389","Blue-gray Gnatcatcher","unc","25m",516,0.7645,137,0.0292015598263108,0.0668461296175568
"390","Carolina Wren","unc","25m",516,0.5446,137,0.0292015598263108,0.0668461296175568
"391","Carolina Wren","unc","25m",516,0.4686,137,0.0292015598263108,0.0668461296175568
"392","Carolina Wren","unc","25m",516,0.4845,137,0.0292015598263108,0.0668461296175568
"393","Eastern Wood-Pewee","unc","25m",516,0.5214,137,0.0292015598263108,0.0668461296175568
"394","Eastern Wood-Pewee","unc","25m",516,0.7591,137,0.0292015598263108,0.0668461296175568
"395","Eastern Wood-Pewee","unc","25m",516,0.7433,137,0.0292015598263108,0.0668461296175568
"396","Mourning Dove","unc","25m",516,0.0026,137,0.0292015598263108,0.0668461296175568
"397","Mourning Dove","unc","25m",516,0.0046,137,0.0292015598263108,0.0668461296175568
"398","Mourning Dove","unc","25m",516,3e-04,137,0.0292015598263108,0.0668461296175568
"399","Yellow-billed Cuckoo","unc","25m",516,0.0012,137,0.0292015598263108,0.0668461296175568
"400","Yellow-billed Cuckoo","unc","25m",516,3e-04,137,0.0292015598263108,0.0668461296175568
"401","Yellow-billed Cuckoo","unc","25m",516,1e-04,137,0.0292015598263108,0.0668461296175568
"402","Acadian Flycatcher","unc","25m",523,0.3932,144,0.019233370796968,0.0427830938926686
"403","Blue-gray Gnatcatcher","unc","25m",523,0.3052,144,0.019233370796968,0.0427830938926686
"404","Carolina Wren","unc","25m",523,0.6735,144,0.019233370796968,0.0427830938926686
"405","Eastern Wood-Pewee","unc","25m",523,0.8508,144,0.019233370796968,0.0427830938926686
"406","Mourning Dove","unc","25m",523,0.0018,144,0.019233370796968,0.0427830938926686
"407","Yellow-billed Cuckoo","unc","25m",523,0.0018,144,0.019233370796968,0.0427830938926686
"408","Acadian Flycatcher","unc","25m",523,0.9141,144,0.019233370796968,0.0427830938926686
"409","Blue-gray Gnatcatcher","unc","25m",523,0.6863,144,0.019233370796968,0.0427830938926686
"410","Carolina Wren","unc","25m",523,0.921,144,0.019233370796968,0.0427830938926686
"411","Eastern Wood-Pewee","unc","25m",523,0.6796,144,0.019233370796968,0.0427830938926686
"412","Mourning Dove","unc","25m",523,0.0093,144,0.019233370796968,0.0427830938926686
"413","Yellow-billed Cuckoo","unc","25m",523,0.0043,144,0.019233370796968,0.0427830938926686
"414","Acadian Flycatcher","unc","25m",523,0.9849,144,0.019233370796968,0.0427830938926686
"415","Blue-gray Gnatcatcher","unc","25m",523,0.6607,144,0.019233370796968,0.0427830938926686
"416","Carolina Wren","unc","25m",523,0.9578,144,0.019233370796968,0.0427830938926686
"417","Eastern Wood-Pewee","unc","25m",523,0.9425,144,0.019233370796968,0.0427830938926686
"418","Mourning Dove","unc","25m",523,0.001,144,0.019233370796968,0.0427830938926686
"419","Yellow-billed Cuckoo","unc","25m",523,9e-04,144,0.019233370796968,0.0427830938926686
"420","Acadian Flycatcher","unc","25m",620,0.8837,172,0.00965093426103,0.0185319477506571
"421","Blue-gray Gnatcatcher","unc","25m",620,0.4805,172,0.00965093426103,0.0185319477506571
"422","Carolina Wren","unc","25m",620,0.6021,172,0.00965093426103,0.0185319477506571
"423","Eastern Wood-Pewee","unc","25m",620,0.5689,172,0.00965093426103,0.0185319477506571
"424","Mourning Dove","unc","25m",620,0.0047,172,0.00965093426103,0.0185319477506571
"425","Yellow-billed Cuckoo","unc","25m",620,0.0016,172,0.00965093426103,0.0185319477506571
"426","Acadian Flycatcher","unc","25m",620,0.8023,172,0.00965093426103,0.0185319477506571
"427","Blue-gray Gnatcatcher","unc","25m",620,0.6133,172,0.00965093426103,0.0185319477506571
"428","Carolina Wren","unc","25m",620,0.8786,172,0.00965093426103,0.0185319477506571
"429","Eastern Wood-Pewee","unc","25m",620,0.7562,172,0.00965093426103,0.0185319477506571
"430","Mourning Dove","unc","25m",620,0.0014,172,0.00965093426103,0.0185319477506571
"431","Yellow-billed Cuckoo","unc","25m",620,0.0038,172,0.00965093426103,0.0185319477506571
"432","Acadian Flycatcher","unc","25m",620,0.6691,172,0.00965093426103,0.0185319477506571
"433","Blue-gray Gnatcatcher","unc","25m",620,0.8345,172,0.00965093426103,0.0185319477506571
"434","Carolina Wren","unc","25m",620,0.8459,172,0.00965093426103,0.0185319477506571
"435","Eastern Wood-Pewee","unc","25m",620,0.5723,172,0.00965093426103,0.0185319477506571
"436","Mourning Dove","unc","25m",620,0.0029,172,0.00965093426103,0.0185319477506571
"437","Yellow-billed Cuckoo","unc","25m",620,0.0017,172,0.00965093426103,0.0185319477506571
"438","Acadian Flycatcher","unc","50m",523,0.0106,144,0.019233370796968,0.0427830938926686
"439","Blue-gray Gnatcatcher","unc","50m",523,0.1437,144,0.019233370796968,0.0427830938926686
"440","Carolina Wren","unc","50m",523,0.3364,144,0.019233370796968,0.0427830938926686
"441","Eastern Wood-Pewee","unc","50m",523,0.0601,144,0.019233370796968,0.0427830938926686
"442","Mourning Dove","unc","50m",523,0.0013,144,0.019233370796968,0.0427830938926686
"443","Yellow-billed Cuckoo","unc","50m",523,1e-04,144,0.019233370796968,0.0427830938926686
"444","Acadian Flycatcher","unc","50m",523,0.0812,144,0.019233370796968,0.0427830938926686
"445","Blue-gray Gnatcatcher","unc","50m",523,0.1145,144,0.019233370796968,0.0427830938926686
"446","Carolina Wren","unc","50m",523,0.6835,144,0.019233370796968,0.0427830938926686
"447","Eastern Wood-Pewee","unc","50m",523,0.0498,144,0.019233370796968,0.0427830938926686
"448","Mourning Dove","unc","50m",523,0.0115,144,0.019233370796968,0.0427830938926686
"449","Yellow-billed Cuckoo","unc","50m",523,0.0015,144,0.019233370796968,0.0427830938926686
"450","Acadian Flycatcher","unc","50m",523,0.0378,144,0.019233370796968,0.0427830938926686
"451","Blue-gray Gnatcatcher","unc","50m",523,0.0763,144,0.019233370796968,0.0427830938926686
"452","Carolina Wren","unc","50m",523,0.4626,144,0.019233370796968,0.0427830938926686
"453","Eastern Wood-Pewee","unc","50m",523,0.7483,144,0.019233370796968,0.0427830938926686
"454","Mourning Dove","unc","50m",523,0.0019,144,0.019233370796968,0.0427830938926686
"455","Yellow-billed Cuckoo","unc","50m",523,0.0016,144,0.019233370796968,0.0427830938926686
"456","Acadian Flycatcher","unc","50m",620,0.084,172,0.00965093426103,0.0185319477506571
"457","Blue-gray Gnatcatcher","unc","50m",620,0.0504,172,0.00965093426103,0.0185319477506571
"458","Carolina Wren","unc","50m",620,0.0348,172,0.00965093426103,0.0185319477506571
"459","Eastern Wood-Pewee","unc","50m",620,0.0751,172,0.00965093426103,0.0185319477506571
"460","Mourning Dove","unc","50m",620,0.0044,172,0.00965093426103,0.0185319477506571
"461","Yellow-billed Cuckoo","unc","50m",620,8e-04,172,0.00965093426103,0.0185319477506571
"462","Acadian Flycatcher","unc","50m",620,0.2049,172,0.00965093426103,0.0185319477506571
"463","Blue-gray Gnatcatcher","unc","50m",620,0.178,172,0.00965093426103,0.0185319477506571
"464","Carolina Wren","unc","50m",620,0.6958,172,0.00965093426103,0.0185319477506571
"465","Eastern Wood-Pewee","unc","50m",620,0.0785,172,0.00965093426103,0.0185319477506571
"466","Mourning Dove","unc","50m",620,0.0022,172,0.00965093426103,0.0185319477506571
"467","Yellow-billed Cuckoo","unc","50m",620,0.0026,172,0.00965093426103,0.0185319477506571
"468","Acadian Flycatcher","unc","50m",620,0.0055,172,0.00965093426103,0.0185319477506571
"469","Blue-gray Gnatcatcher","unc","50m",620,0.1343,172,0.00965093426103,0.0185319477506571
"470","Carolina Wren","unc","50m",620,0.6594,172,0.00965093426103,0.0185319477506571
"471","Eastern Wood-Pewee","unc","50m",620,0.0124,172,0.00965093426103,0.0185319477506571
"472","Mourning Dove","unc","50m",620,0.0037,172,0.00965093426103,0.0185319477506571
"473","Yellow-billed Cuckoo","unc","50m",620,0.0018,172,0.00965093426103,0.0185319477506571
