Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Empidonax virescens,Acadian Flycatcher,0.0163,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0024,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
0,3.0,Zenaida macroura,Mourning Dove,0.0006,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0006,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Empidonax virescens,Acadian Flycatcher,0.0323,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0186,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Contopus virens,Eastern Wood-Pewee,0.0122,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Thryothorus ludovicianus,Carolina Wren,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
1.5,4.5,Zenaida macroura,Mourning Dove,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.8060,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0099,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0042,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Zenaida macroura,Mourning Dove,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Empidonax virescens,Acadian Flycatcher,0.5519,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.1768,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0039,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Contopus virens,Eastern Wood-Pewee,0.0025,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Thryothorus ludovicianus,Carolina Wren,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
4.5,7.5,Zenaida macroura,Mourning Dove,0.0006,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.6369,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Empidonax virescens,Acadian Flycatcher,0.0155,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0039,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Contopus virens,Eastern Wood-Pewee,0.0025,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Zenaida macroura,Mourning Dove,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
6.0,9.0,Thryothorus ludovicianus,Carolina Wren,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.5103,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Empidonax virescens,Acadian Flycatcher,0.0118,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0079,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Contopus virens,Eastern Wood-Pewee,0.0018,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Thryothorus ludovicianus,Carolina Wren,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
7.5,10.5,Zenaida macroura,Mourning Dove,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Thryothorus ludovicianus,Carolina Wren,0.3070,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Empidonax virescens,Acadian Flycatcher,0.0117,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0102,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Contopus virens,Eastern Wood-Pewee,0.0094,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Zenaida macroura,Mourning Dove,0.0024,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
9.0,12.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0020,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Thryothorus ludovicianus,Carolina Wren,0.4157,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Empidonax virescens,Acadian Flycatcher,0.0165,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0092,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Contopus virens,Eastern Wood-Pewee,0.0041,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Zenaida macroura,Mourning Dove,0.0026,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
10.5,13.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0014,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
12.0,15.0,Thryothorus ludovicianus,Carolina Wren,0.0639,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
12.0,15.0,Empidonax virescens,Acadian Flycatcher,0.0444,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
12.0,15.0,Contopus virens,Eastern Wood-Pewee,0.0346,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
12.0,15.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0058,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
12.0,15.0,Zenaida macroura,Mourning Dove,0.0012,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\EnoRiver_25m_0521.WAV
