Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Zenaida macroura,Mourning Dove,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
0,3.0,Empidonax virescens,Acadian Flycatcher,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Zenaida macroura,Mourning Dove,0.0023,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0011,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Contopus virens,Eastern Wood-Pewee,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Thryothorus ludovicianus,Carolina Wren,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0003,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
1.5,4.5,Empidonax virescens,Acadian Flycatcher,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0017,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Zenaida macroura,Mourning Dove,0.0010,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0006,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Thryothorus ludovicianus,Carolina Wren,0.0047,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Zenaida macroura,Mourning Dove,0.0027,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Contopus virens,Eastern Wood-Pewee,0.0025,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0012,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
4.5,7.5,Empidonax virescens,Acadian Flycatcher,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Empidonax virescens,Acadian Flycatcher,0.9106,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Contopus virens,Eastern Wood-Pewee,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Thryothorus ludovicianus,Carolina Wren,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
6.0,9.0,Zenaida macroura,Mourning Dove,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Empidonax virescens,Acadian Flycatcher,0.8843,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0607,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Contopus virens,Eastern Wood-Pewee,0.0033,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0014,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Thryothorus ludovicianus,Carolina Wren,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
7.5,10.5,Zenaida macroura,Mourning Dove,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.7620,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Empidonax virescens,Acadian Flycatcher,0.0055,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Contopus virens,Eastern Wood-Pewee,0.0026,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0018,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Thryothorus ludovicianus,Carolina Wren,0.0010,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
9.0,12.0,Zenaida macroura,Mourning Dove,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.8619,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Empidonax virescens,Acadian Flycatcher,0.0046,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0041,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Thryothorus ludovicianus,Carolina Wren,0.0028,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Contopus virens,Eastern Wood-Pewee,0.0025,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
10.5,13.5,Zenaida macroura,Mourning Dove,0.0003,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Thryothorus ludovicianus,Carolina Wren,0.6647,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0084,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0022,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Contopus virens,Eastern Wood-Pewee,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Empidonax virescens,Acadian Flycatcher,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
12.0,15.0,Zenaida macroura,Mourning Dove,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Thryothorus ludovicianus,Carolina Wren,0.9997,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Contopus virens,Eastern Wood-Pewee,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Zenaida macroura,Mourning Dove,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Empidonax virescens,Acadian Flycatcher,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
13.5,16.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Contopus virens,Eastern Wood-Pewee,0.4472,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Thryothorus ludovicianus,Carolina Wren,0.2939,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Empidonax virescens,Acadian Flycatcher,0.0012,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0005,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
15.0,18.0,Zenaida macroura,Mourning Dove,0.0003,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Contopus virens,Eastern Wood-Pewee,0.8284,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Empidonax virescens,Acadian Flycatcher,0.0125,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Thryothorus ludovicianus,Carolina Wren,0.0011,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
16.5,19.5,Zenaida macroura,Mourning Dove,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Contopus virens,Eastern Wood-Pewee,0.0104,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Thryothorus ludovicianus,Carolina Wren,0.0021,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Empidonax virescens,Acadian Flycatcher,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0003,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0002,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
18.0,21.0,Zenaida macroura,Mourning Dove,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Thryothorus ludovicianus,Carolina Wren,0.0001,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Empidonax virescens,Acadian Flycatcher,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Zenaida macroura,Mourning Dove,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Contopus virens,Eastern Wood-Pewee,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
19.5,22.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0000,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
21.0,24.0,Thryothorus ludovicianus,Carolina Wren,0.0091,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0524.WAV
