Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0047,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
0,3.0,Empidonax virescens,Acadian Flycatcher,0.0019,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0016,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
0,3.0,Zenaida macroura,Mourning Dove,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0012,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0026,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Empidonax virescens,Acadian Flycatcher,0.0010,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Contopus virens,Eastern Wood-Pewee,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Zenaida macroura,Mourning Dove,0.0005,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
1.5,4.5,Thryothorus ludovicianus,Carolina Wren,0.0004,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0446,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Zenaida macroura,Mourning Dove,0.0066,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0043,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0037,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.0007,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Thryothorus ludovicianus,Carolina Wren,0.0031,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Coccyzus americanus,Yellow-billed Cuckoo,0.0024,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Contopus virens,Eastern Wood-Pewee,0.0014,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Empidonax virescens,Acadian Flycatcher,0.0011,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Polioptila caerulea,Blue-gray Gnatcatcher,0.0009,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
4.5,7.5,Zenaida macroura,Mourning Dove,0.0008,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
6.0,9.0,Thryothorus ludovicianus,Carolina Wren,0.0066,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
6.0,9.0,Zenaida macroura,Mourning Dove,0.0021,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
6.0,9.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0021,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
6.0,9.0,Empidonax virescens,Acadian Flycatcher,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
6.0,9.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0015,Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV
