Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Empidonax virescens,Acadian Flycatcher,0.0073,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0042,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0033,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
0,3.0,Zenaida macroura,Mourning Dove,0.0019,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0017,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0002,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.0058,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0050,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Zenaida macroura,Mourning Dove,0.0030,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0024,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0020,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Empidonax virescens,Acadian Flycatcher,0.0011,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0009,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Zenaida macroura,Mourning Dove,0.0005,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Contopus virens,Eastern Wood-Pewee,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
6.0,9.0,Thryothorus ludovicianus,Carolina Wren,0.0001,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_CW5_50.wav
