Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0668,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
0,3.0,Empidonax virescens,Acadian Flycatcher,0.0030,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0027,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0017,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0015,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
0,3.0,Zenaida macroura,Mourning Dove,0.0013,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0029,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Zenaida macroura,Mourning Dove,0.0013,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0010,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.0008,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0003,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0002,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0007,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Empidonax virescens,Acadian Flycatcher,0.0005,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Zenaida macroura,Mourning Dove,0.0003,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0003,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Contopus virens,Eastern Wood-Pewee,0.0002,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
6.0,9.0,Thryothorus ludovicianus,Carolina Wren,0.0000,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_YBC_75.wav
