Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Empidonax virescens,Acadian Flycatcher,0.5809,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
0,3.0,Contopus virens,Eastern Wood-Pewee,0.0125,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
0,3.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0084,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0078,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
0,3.0,Thryothorus ludovicianus,Carolina Wren,0.0068,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
0,3.0,Zenaida macroura,Mourning Dove,0.0015,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Empidonax virescens,Acadian Flycatcher,0.0008,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Coccyzus americanus,Yellow-billed Cuckoo,0.0007,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Contopus virens,Eastern Wood-Pewee,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Polioptila caerulea,Blue-gray Gnatcatcher,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Zenaida macroura,Mourning Dove,0.0004,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
3.0,6.0,Thryothorus ludovicianus,Carolina Wren,0.0001,C:\git\cicadas2024\audiofiles\masonFarmAudio\audiofiles\50m\5_50S_AF_75.wav
